promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
89.0,3,83,6,4,6,No,Sí,Rendimiento Promedio,22,4,3,26953,1,82,No,81.9,86.1,4,6,Ing. Inteligencia Artificial
82.2,4,95,8,4,7,No,Sí,Rendimiento Promedio,23,4,4,42034,2,78,Sí,83.4,91.3,11,6,Ing. Sistemas
81.2,4,95,5,4,7,No,Sí,Rendimiento Promedio,22,2,5,20142,3,90,No,80.4,85.8,3,5,Arquitectura
88.9,2,80,6,6,7,No,Sí,Rendimiento Promedio,22,2,2,46675,2,84,No,82.1,98.9,3,5,Ing. Gestión Empresarial
80.4,4,91,8,4,7,Sí,Sí,Rendimiento Promedio,22,5,3,18217,0,87,Sí,87.1,88.4,2,7,Ing. Inteligencia Artificial
85.2,2,80,6,7,5,No,Sí,Rendimiento Promedio,20,5,2,41504,2,83,No,77.1,79.0,4,5,Ing. Mecánica
84.1,4,80,8,4,7,No,Sí,Rendimiento Promedio,25,4,5,21973,3,79,Sí,86.8,85.9,9,5,Ing. Industrial
82.4,4,88,6,7,6,No,Sí,Rendimiento Promedio,18,2,3,40720,1,82,Sí,84.8,80.8,4,7,Ing. Electrónica
80.0,4,81,5,4,5,Sí,Sí,Rendimiento Promedio,20,4,5,30978,2,81,Sí,79.4,81.7,5,6,Ing. Sistemas
82.6,3,95,7,4,6,No,Sí,Rendimiento Promedio,24,5,4,29060,3,89,No,83.7,84.5,4,6,Ing. Inteligencia Artificial
97.2,4,99,10,4,8,Sí,No,Alto Rendimiento,20,4,4,29459,1,91,Sí,83.1,94.8,12,7,Arquitectura
72.6,2,79,4,9,4,No,No,Bajo Rendimiento,19,5,4,7825,3,78,Sí,88.2,77.8,10,7,Ing. Bioquímica
92.0,3,98,9,2,9,No,No,Alto Rendimiento,22,1,1,5215,3,84,Sí,86.5,83.9,8,5,Ing. Civil
85.5,2,88,7,4,8,No,Sí,Rendimiento Promedio,21,3,4,16937,3,84,No,81.2,82.6,9,7,Ing. Gestión Empresarial
86.6,2,95,5,5,5,No,Sí,Rendimiento Promedio,22,1,7,5587,2,82,No,82.2,88.0,6,4,Ing. Industrial
80.0,3,84,6,4,7,No,Sí,Rendimiento Promedio,18,4,4,7585,0,83,Sí,86.1,85.7,5,4,Ing. Mecánica
82.5,3,88,6,7,5,No,Sí,Rendimiento Promedio,25,4,4,7015,3,85,No,91.9,85.1,10,6,Ing. Gestión Empresarial
85.7,4,90,6,5,6,Sí,Sí,Rendimiento Promedio,20,2,4,39892,1,78,No,83.9,87.6,4,6,Ing. Industrial
84.9,3,87,7,7,6,No,No,Rendimiento Promedio,18,3,5,37695,1,85,No,85.2,85.5,9,7,Ing. Electrónica
85.3,2,87,7,7,5,Sí,No,Rendimiento Promedio,20,5,3,12991,1,86,No,78.7,84.6,4,7,Ing. Gestión Empresarial
70.0,1,79,2,8,1,No,No,Bajo Rendimiento,20,4,2,24413,2,78,Sí,83.9,79.1,2,7,Ing. Química
80.0,2,78,3,8,4,No,No,Bajo Rendimiento,20,5,4,10167,0,91,No,80.3,85.6,9,7,Ing. Sistemas
90.0,4,95,7,6,7,No,Sí,Rendimiento Promedio,21,5,2,40862,2,84,Sí,91.6,77.4,9,7,Ing. Sistemas
87.4,3,92,8,4,8,No,Sí,Rendimiento Promedio,24,5,4,7112,3,91,No,78.1,79.4,6,7,Ing. Química
86.9,4,80,5,6,7,No,Sí,Rendimiento Promedio,22,1,2,32366,0,85,No,78.0,81.2,1,6,Ing. Bioquímica
84.4,3,89,6,6,5,No,No,Rendimiento Promedio,20,5,4,49532,1,84,No,88.6,83.7,2,6,Ing. Inteligencia Artificial
84.4,2,94,8,6,5,No,Sí,Rendimiento Promedio,19,2,4,28924,2,89,No,86.2,93.6,10,6,Arquitectura
82.5,3,85,8,5,5,No,No,Rendimiento Promedio,23,1,4,41577,1,86,Sí,87.1,72.2,12,5,Arquitectura
77.0,1,84,4,7,2,No,No,Bajo Rendimiento,23,1,1,44052,2,78,Sí,85.8,87.4,7,7,Ing. Química
84.8,4,88,7,5,5,Sí,Sí,Rendimiento Promedio,20,4,6,41587,3,85,Sí,87.9,90.8,1,7,Ing. Mecánica
73.4,1,71,4,9,4,No,No,Bajo Rendimiento,22,3,3,45112,0,87,No,86.5,92.4,6,5,Ing. Gestión Empresarial
79.2,2,76,2,8,4,No,No,Bajo Rendimiento,22,3,1,29318,0,81,No,87.1,83.7,9,6,Ing. Química
81.6,4,91,5,4,8,No,Sí,Rendimiento Promedio,24,4,2,14865,1,91,No,89.1,85.0,6,4,Ing. Civil
86.0,3,88,6,5,5,No,No,Rendimiento Promedio,24,3,1,24586,0,83,Sí,80.9,89.1,11,6,Ing. Mecánica
77.3,1,74,1,7,2,Sí,No,Bajo Rendimiento,21,5,3,13731,3,85,No,79.3,81.9,7,6,Arquitectura
83.5,4,85,8,7,5,Sí,No,Rendimiento Promedio,20,2,3,6364,2,84,No,86.9,77.3,4,5,Ing. Química
96.5,4,97,10,2,10,Sí,No,Alto Rendimiento,19,5,3,46995,2,89,Sí,83.8,94.3,11,5,Ing. Bioquímica
93.9,4,96,8,1,10,Sí,No,Alto Rendimiento,21,3,1,10801,1,89,No,81.2,77.9,10,5,Ing. Sistemas
84.5,2,88,8,5,6,No,Sí,Rendimiento Promedio,21,3,4,24295,3,84,Sí,91.9,94.5,12,4,Ing. Química
82.7,2,85,8,4,8,No,No,Rendimiento Promedio,20,2,3,5828,1,80,Sí,95.5,78.0,1,7,Ing. Industrial
70.0,2,80,1,8,4,No,Sí,Bajo Rendimiento,20,1,5,49607,1,78,No,72.3,84.5,11,4,Ing. Sistemas
85.2,3,83,8,7,5,No,Sí,Rendimiento Promedio,21,1,1,48291,3,83,Sí,73.8,83.2,1,6,Ing. Electrónica
85.7,2,87,6,7,7,No,Sí,Rendimiento Promedio,21,2,1,40225,1,85,No,87.1,81.3,8,7,Ing. Civil
82.1,4,87,5,5,5,Sí,Sí,Rendimiento Promedio,25,1,4,48868,2,84,Sí,72.2,86.6,5,7,Ing. Sistemas
91.6,4,95,10,4,8,Sí,No,Alto Rendimiento,21,3,3,40507,1,83,No,90.9,88.5,7,5,Ing. Industrial
84.0,3,81,6,4,7,No,Sí,Rendimiento Promedio,25,1,3,22283,0,81,No,91.2,80.7,9,7,Ing. Industrial
83.7,2,89,5,4,5,No,No,Rendimiento Promedio,18,3,3,43037,0,77,Sí,84.8,78.8,3,6,Ing. Gestión Empresarial
81.1,2,83,8,5,7,No,No,Rendimiento Promedio,21,4,5,31889,0,84,No,85.8,91.5,12,7,Ing. Mecánica
73.5,1,77,4,10,3,No,No,Bajo Rendimiento,25,5,5,12043,3,79,No,83.1,81.2,6,7,Arquitectura
93.8,3,97,8,3,10,Sí,No,Alto Rendimiento,22,1,4,30222,0,85,No,81.4,78.9,6,7,Ing. Gestión Empresarial
70.7,2,83,3,9,2,No,No,Bajo Rendimiento,23,4,4,26745,3,86,No,81.2,83.2,6,5,Ing. Gestión Empresarial
82.3,3,88,6,7,5,No,Sí,Rendimiento Promedio,19,1,3,6218,1,90,Sí,89.0,86.1,1,4,Arquitectura
77.6,2,77,2,8,4,No,No,Bajo Rendimiento,19,4,1,46047,2,82,No,87.5,88.9,11,7,Ing. Química
70.0,1,76,2,7,2,No,No,Bajo Rendimiento,23,2,4,24822,0,78,No,87.6,77.3,10,6,Ing. Industrial
86.1,4,89,6,7,6,No,Sí,Rendimiento Promedio,20,4,3,18796,3,83,No,93.7,84.1,9,5,Ing. Industrial
83.8,3,90,6,6,7,No,Sí,Rendimiento Promedio,24,3,1,31525,0,85,No,83.8,90.4,9,6,Arquitectura
74.0,1,85,4,10,2,No,No,Bajo Rendimiento,21,2,5,24887,3,90,Sí,88.2,77.3,8,5,Ing. Industrial
88.0,3,85,8,6,7,No,No,Rendimiento Promedio,25,2,2,48498,0,90,No,89.3,78.9,9,6,Ing. Química
88.8,3,83,5,5,7,No,Sí,Rendimiento Promedio,19,3,5,36682,0,83,Sí,80.4,85.4,3,5,Ing. Química
80.0,2,89,7,5,7,Sí,Sí,Rendimiento Promedio,19,1,3,24879,1,83,Sí,82.4,82.1,5,7,Ing. Electrónica
96.2,3,96,9,4,9,Sí,Sí,Alto Rendimiento,22,2,5,35449,0,78,No,84.4,87.2,9,7,Ing. Mecánica
84.5,4,80,7,6,6,No,Sí,Rendimiento Promedio,22,1,3,20743,3,82,No,80.6,86.8,12,6,Arquitectura
79.3,2,85,5,7,1,No,No,Bajo Rendimiento,18,5,2,26717,0,87,Sí,85.6,75.2,10,6,Ing. Gestión Empresarial
85.1,3,95,6,7,7,Sí,Sí,Rendimiento Promedio,23,4,1,30571,0,91,No,84.2,80.7,4,7,Ing. Civil
80.1,2,93,5,4,8,No,Sí,Rendimiento Promedio,18,4,4,25191,2,88,No,78.6,85.5,8,6,Ing. Civil
89.3,3,80,5,6,7,No,Sí,Rendimiento Promedio,25,3,3,25154,3,81,No,86.0,79.5,7,5,Ing. Química
82.9,2,91,7,6,8,Sí,No,Rendimiento Promedio,19,3,1,17200,2,77,No,86.0,87.2,3,7,Ing. Química
80.0,2,72,1,9,4,No,No,Bajo Rendimiento,20,4,5,42571,0,86,No,83.8,80.4,1,6,Ing. Gestión Empresarial
90.0,2,86,5,6,8,No,Sí,Rendimiento Promedio,19,5,4,42807,2,82,Sí,87.2,81.8,1,7,Ing. Química
80.0,4,80,8,5,7,No,Sí,Rendimiento Promedio,20,3,3,7748,0,87,Sí,87.8,88.5,10,7,Ing. Industrial
71.6,1,79,1,9,1,No,No,Bajo Rendimiento,24,5,3,15500,0,80,Sí,78.6,88.9,4,7,Ing. Sistemas
86.6,2,91,7,6,5,No,Sí,Rendimiento Promedio,19,3,2,5006,0,93,Sí,81.1,91.5,7,7,Ing. Civil
85.3,3,84,6,5,7,No,No,Rendimiento Promedio,22,2,3,19258,3,82,No,73.3,80.9,12,6,Arquitectura
92.4,4,96,9,2,8,Sí,No,Alto Rendimiento,21,1,5,21336,3,92,Sí,96.3,81.9,12,5,Ing. Química
83.5,4,82,6,5,8,No,No,Rendimiento Promedio,19,4,1,7075,0,88,No,76.6,83.7,12,6,Ing. Bioquímica
85.8,4,89,5,6,8,No,No,Rendimiento Promedio,18,1,4,9920,1,87,No,93.6,86.6,2,6,Ing. Gestión Empresarial
82.8,4,95,7,7,7,Sí,Sí,Rendimiento Promedio,24,4,4,38490,0,79,No,86.7,83.8,6,5,Ing. Mecánica
98.0,4,97,9,2,9,Sí,No,Alto Rendimiento,24,3,2,19896,2,78,Sí,78.0,82.3,6,7,Ing. Gestión Empresarial
71.7,2,78,3,8,3,No,No,Bajo Rendimiento,20,1,3,17779,1,83,Sí,89.4,85.9,6,6,Ing. Mecánica
88.8,2,91,5,4,5,No,No,Rendimiento Promedio,20,5,3,23187,2,78,No,85.4,89.3,3,6,Ing. Sistemas
83.6,2,95,8,4,6,No,Sí,Rendimiento Promedio,19,3,4,15962,1,89,Sí,91.4,80.4,7,5,Ing. Química
85.2,2,87,5,7,6,No,No,Rendimiento Promedio,25,2,1,41320,0,89,No,88.2,88.6,12,6,Ing. Sistemas
77.2,2,81,5,9,2,Sí,No,Bajo Rendimiento,20,1,1,33972,3,86,No,91.3,92.4,2,7,Ing. Civil
87.5,2,86,6,4,8,No,Sí,Rendimiento Promedio,18,1,1,41228,3,81,No,83.6,84.8,2,7,Ing. Sistemas
70.0,2,72,2,8,1,No,No,Bajo Rendimiento,22,2,3,28458,0,89,No,85.8,92.1,1,5,Ing. Química
95.8,4,99,10,1,10,Sí,No,Alto Rendimiento,21,4,1,42026,3,84,Sí,91.6,80.7,11,6,Ing. Civil
86.8,4,91,7,6,7,No,No,Rendimiento Promedio,25,3,5,33526,0,81,No,81.6,76.1,6,4,Ing. Sistemas
97.3,3,95,9,4,10,No,No,Alto Rendimiento,21,2,7,10230,0,83,Sí,87.0,89.5,11,6,Ing. Mecánica
94.4,3,98,10,3,8,Sí,No,Alto Rendimiento,20,5,5,24102,1,84,Sí,81.3,92.8,8,6,Ing. Sistemas
77.4,2,85,2,8,3,No,No,Bajo Rendimiento,19,3,5,6269,2,87,No,88.2,82.2,11,6,Ing. Gestión Empresarial
83.8,2,83,6,4,6,No,Sí,Rendimiento Promedio,20,2,2,27307,0,90,No,84.5,87.3,4,7,Ing. Industrial
84.5,2,89,8,6,6,No,Sí,Rendimiento Promedio,24,2,5,13615,0,76,No,85.9,86.5,4,6,Ing. Mecánica
86.2,4,91,6,7,6,Sí,Sí,Rendimiento Promedio,18,1,1,27951,0,93,No,91.7,73.4,7,7,Ing. Química
87.2,2,84,5,6,5,No,Sí,Rendimiento Promedio,23,1,2,7748,3,85,No,84.2,93.0,8,6,Ing. Electrónica
82.9,4,95,8,7,6,No,No,Rendimiento Promedio,19,1,3,45182,0,86,Sí,86.4,82.3,12,5,Ing. Mecánica
89.0,2,94,8,4,5,No,No,Rendimiento Promedio,22,3,1,24163,2,87,No,90.1,91.6,2,6,Arquitectura
72.4,1,82,2,7,2,No,No,Bajo Rendimiento,18,4,1,21140,1,86,Sí,83.4,92.2,5,6,Ing. Civil
79.8,2,70,5,9,1,No,No,Bajo Rendimiento,22,3,3,21935,3,88,No,83.4,87.6,3,6,Ing. Inteligencia Artificial
97.7,4,100,9,2,9,Sí,No,Alto Rendimiento,25,1,5,22296,3,100,No,78.1,80.8,8,5,Ing. Sistemas
93.0,4,99,10,2,8,No,No,Alto Rendimiento,19,1,2,33744,3,94,No,84.1,91.0,1,5,Ing. Mecánica
83.6,3,85,7,6,5,No,Sí,Rendimiento Promedio,22,3,5,29981,0,84,Sí,90.7,86.7,7,7,Arquitectura
81.9,4,88,7,4,5,No,No,Rendimiento Promedio,18,2,3,29119,0,93,Sí,82.0,81.5,11,7,Ing. Industrial
85.2,3,87,8,5,6,Sí,Sí,Rendimiento Promedio,18,2,2,28357,2,88,No,83.4,80.6,6,5,Ing. Gestión Empresarial
85.0,2,85,8,5,6,No,No,Rendimiento Promedio,20,1,3,22038,2,79,No,81.8,79.3,2,6,Ing. Industrial
94.3,4,95,10,4,8,Sí,No,Alto Rendimiento,23,1,7,47359,2,78,Sí,78.1,78.8,6,6,Ing. Gestión Empresarial
84.9,4,92,7,5,6,Sí,Sí,Rendimiento Promedio,19,4,4,22973,1,84,No,82.4,83.0,8,7,Arquitectura
89.9,3,80,6,5,7,No,No,Rendimiento Promedio,21,2,5,36375,3,90,No,83.6,83.0,12,6,Ing. Inteligencia Artificial
83.1,2,85,8,4,8,No,No,Rendimiento Promedio,24,4,2,14939,0,85,No,94.2,79.4,1,7,Ing. Gestión Empresarial
81.4,4,86,8,6,6,No,No,Rendimiento Promedio,23,1,3,9056,2,90,Sí,84.2,82.4,8,6,Ing. Industrial
84.0,3,81,5,6,6,No,Sí,Rendimiento Promedio,21,1,2,32506,1,89,Sí,87.2,84.3,10,7,Ing. Mecánica
85.4,3,90,6,4,7,No,Sí,Rendimiento Promedio,25,4,5,32343,1,87,No,85.6,90.9,1,7,Ing. Gestión Empresarial
87.6,4,87,6,7,5,No,Sí,Rendimiento Promedio,22,4,3,43296,2,83,No,88.8,81.4,9,6,Ing. Gestión Empresarial
97.2,4,96,9,4,9,Sí,Sí,Alto Rendimiento,21,1,3,18438,0,82,Sí,77.2,88.0,1,6,Arquitectura
88.4,4,83,8,7,5,No,No,Rendimiento Promedio,21,5,3,14133,2,83,No,86.1,86.1,8,5,Ing. Gestión Empresarial
85.3,3,92,8,6,5,No,No,Rendimiento Promedio,24,1,1,31496,2,88,Sí,84.3,88.5,8,6,Ing. Química
90.0,3,90,8,5,5,No,No,Rendimiento Promedio,18,2,4,32057,2,85,No,86.7,83.1,10,6,Ing. Civil
85.8,4,85,5,4,5,No,Sí,Rendimiento Promedio,18,1,7,34818,1,85,No,88.5,85.4,9,7,Ing. Mecánica
75.9,2,78,2,9,1,Sí,No,Bajo Rendimiento,18,3,2,24633,1,81,No,85.4,84.6,10,6,Arquitectura
81.2,3,84,5,5,7,No,Sí,Rendimiento Promedio,21,1,3,25208,1,90,No,82.7,91.2,12,7,Ing. Mecánica
71.8,1,73,4,7,4,No,No,Bajo Rendimiento,22,5,1,38907,1,89,No,89.2,83.6,10,6,Ing. Inteligencia Artificial
88.4,2,90,6,7,8,No,No,Rendimiento Promedio,19,2,5,7886,2,98,No,88.0,77.4,4,7,Ing. Inteligencia Artificial
80.0,3,93,5,4,6,No,Sí,Rendimiento Promedio,24,1,3,23149,0,85,No,90.0,88.1,3,6,Ing. Industrial
80.8,2,83,8,5,6,No,Sí,Rendimiento Promedio,20,4,3,42723,1,93,Sí,85.0,87.4,4,6,Ing. Industrial
96.7,3,97,9,4,10,Sí,No,Alto Rendimiento,25,2,5,39790,2,83,Sí,82.4,87.3,8,6,Ing. Mecánica
74.7,2,81,4,10,1,No,No,Bajo Rendimiento,22,2,2,12835,3,77,No,94.2,84.9,4,6,Ing. Mecánica
80.0,4,81,6,4,7,No,No,Rendimiento Promedio,24,5,3,14375,3,80,No,80.5,94.0,9,6,Ing. Civil
93.6,3,100,8,3,9,No,No,Alto Rendimiento,25,4,2,24975,1,89,No,90.3,85.8,3,7,Ing. Electrónica
76.6,1,83,2,8,4,No,No,Bajo Rendimiento,25,3,5,36531,3,78,No,90.2,88.8,5,5,Ing. Química
81.2,4,82,5,4,7,No,No,Rendimiento Promedio,24,1,1,41959,0,84,No,88.3,86.6,8,5,Ing. Bioquímica
96.0,3,95,9,1,8,Sí,No,Alto Rendimiento,18,3,4,34551,2,86,No,84.7,78.8,8,7,Arquitectura
81.1,3,83,6,7,5,Sí,Sí,Rendimiento Promedio,22,4,2,45642,3,89,No,86.0,94.4,1,6,Ing. Industrial
84.9,2,95,5,7,7,No,Sí,Rendimiento Promedio,19,2,1,43021,0,80,No,82.1,90.1,7,7,Ing. Civil
71.7,2,76,4,9,3,No,No,Bajo Rendimiento,23,5,1,7524,2,89,No,77.4,86.5,12,7,Ing. Civil
85.9,3,80,6,4,6,No,Sí,Rendimiento Promedio,18,5,1,7220,3,83,No,83.3,81.8,5,7,Ing. Industrial
87.6,2,89,8,4,8,No,Sí,Rendimiento Promedio,19,2,5,46895,1,89,No,84.4,93.3,12,6,Ing. Gestión Empresarial
93.2,3,95,8,2,8,Sí,No,Alto Rendimiento,23,5,2,48693,1,88,No,79.4,77.7,4,5,Ing. Sistemas
93.4,3,97,9,1,10,Sí,Sí,Alto Rendimiento,20,3,7,29890,3,82,No,79.9,83.8,1,6,Ing. Civil
84.5,3,84,6,7,6,Sí,Sí,Rendimiento Promedio,22,2,1,33504,1,79,No,81.5,88.0,4,5,Ing. Gestión Empresarial
74.1,1,85,5,7,4,No,No,Bajo Rendimiento,20,1,1,10924,1,89,No,85.3,92.6,3,6,Arquitectura
87.6,2,86,8,5,5,No,Sí,Rendimiento Promedio,24,1,2,26585,0,80,No,88.8,86.5,1,5,Ing. Gestión Empresarial
88.1,4,84,8,4,7,No,No,Rendimiento Promedio,21,4,3,27467,2,85,No,85.5,83.4,9,4,Ing. Mecánica
93.0,3,95,8,2,9,Sí,No,Alto Rendimiento,22,2,5,33224,1,83,No,95.9,80.7,7,6,Ing. Gestión Empresarial
87.3,3,87,5,6,5,No,Sí,Rendimiento Promedio,24,3,1,37096,3,80,No,83.9,85.4,7,6,Ing. Gestión Empresarial
80.0,1,76,3,7,3,No,No,Bajo Rendimiento,23,2,4,27427,1,81,No,85.1,84.5,2,7,Ing. Civil
85.7,2,91,7,5,7,No,Sí,Rendimiento Promedio,21,2,2,10970,0,83,No,91.6,81.4,11,5,Ing. Civil
85.9,3,81,8,7,6,Sí,Sí,Rendimiento Promedio,19,3,2,8168,0,83,Sí,83.1,90.4,7,7,Ing. Gestión Empresarial
83.4,3,88,7,4,5,No,No,Rendimiento Promedio,21,5,7,16022,1,85,Sí,84.1,84.6,4,4,Ing. Civil
82.3,3,88,6,6,7,Sí,Sí,Rendimiento Promedio,23,3,1,26740,3,83,No,84.6,83.0,4,6,Arquitectura
93.0,4,98,10,1,8,Sí,No,Alto Rendimiento,23,2,4,7390,3,90,No,89.2,81.7,9,7,Ing. Gestión Empresarial
93.0,3,100,10,2,9,No,No,Alto Rendimiento,19,2,1,38229,0,91,No,86.1,81.4,4,6,Ing. Electrónica
85.8,2,86,8,5,7,No,No,Rendimiento Promedio,20,2,5,42057,3,80,No,84.5,90.6,3,5,Ing. Civil
80.0,1,77,4,7,1,No,No,Bajo Rendimiento,18,2,3,23764,0,81,Sí,87.1,90.1,5,6,Ing. Industrial
85.6,3,87,7,6,8,Sí,Sí,Rendimiento Promedio,25,4,2,18287,3,85,No,81.1,89.4,6,7,Ing. Química
88.7,3,91,6,4,8,No,Sí,Rendimiento Promedio,20,5,2,28835,1,82,Sí,88.3,87.8,8,6,Ing. Mecánica
90.0,3,86,5,7,5,No,Sí,Rendimiento Promedio,25,2,1,28966,1,83,No,91.0,87.7,4,6,Ing. Gestión Empresarial
80.0,1,72,1,10,2,No,No,Bajo Rendimiento,24,4,1,26131,1,84,Sí,91.0,91.1,9,6,Ing. Bioquímica
74.1,2,76,3,9,1,Sí,Sí,Bajo Rendimiento,25,2,1,7316,1,80,No,82.8,81.7,3,7,Ing. Gestión Empresarial
78.0,2,75,5,10,2,No,No,Bajo Rendimiento,21,5,2,19910,2,83,Sí,76.3,78.9,5,7,Ing. Electrónica
80.7,2,90,7,7,6,No,Sí,Rendimiento Promedio,19,5,1,41210,3,79,Sí,93.9,93.2,11,7,Ing. Gestión Empresarial
83.3,4,82,5,7,5,No,No,Rendimiento Promedio,21,3,2,20423,2,85,Sí,80.1,81.5,3,6,Ing. Química
91.0,3,99,9,2,9,Sí,No,Alto Rendimiento,25,4,2,28883,3,97,No,85.3,93.4,6,6,Ing. Civil
83.6,4,83,7,5,5,No,Sí,Rendimiento Promedio,23,5,1,37596,2,81,No,86.9,86.3,3,5,Ing. Mecánica
87.4,4,80,7,5,8,Sí,Sí,Rendimiento Promedio,24,1,5,35529,0,79,Sí,74.9,82.7,7,7,Ing. Electrónica
85.9,4,94,8,5,5,No,Sí,Rendimiento Promedio,24,2,1,43095,0,75,No,87.8,82.0,12,7,Ing. Civil
86.3,4,81,6,7,5,No,Sí,Rendimiento Promedio,18,5,2,30951,3,83,Sí,89.5,85.6,11,7,Ing. Mecánica
83.0,2,92,5,4,6,No,No,Rendimiento Promedio,22,4,3,37712,0,83,No,87.3,81.8,12,5,Ing. Civil
95.0,4,100,9,2,9,No,No,Alto Rendimiento,22,4,4,45592,3,82,No,83.8,85.2,3,6,Ing. Química
84.7,2,83,8,6,8,Sí,Sí,Rendimiento Promedio,22,4,2,15295,3,93,Sí,83.2,87.6,5,6,Ing. Mecánica
80.0,1,74,3,8,3,Sí,No,Bajo Rendimiento,21,3,5,27641,2,85,No,81.1,87.7,7,5,Ing. Civil
85.6,4,89,6,4,8,No,No,Rendimiento Promedio,25,2,2,22106,3,91,Sí,85.9,78.5,8,7,Ing. Gestión Empresarial
82.5,2,88,5,5,5,No,No,Rendimiento Promedio,22,1,3,23950,0,89,No,83.6,88.8,9,6,Ing. Industrial
89.2,2,85,6,4,6,No,Sí,Rendimiento Promedio,19,4,1,24363,2,79,Sí,74.2,93.9,12,7,Ing. Química
84.3,4,88,8,4,8,No,Sí,Rendimiento Promedio,18,2,1,28847,2,89,No,85.6,90.5,6,7,Ing. Sistemas
87.5,2,85,8,7,6,Sí,Sí,Rendimiento Promedio,24,4,1,49288,2,84,No,92.0,82.9,6,6,Ing. Civil
83.3,2,86,5,6,5,No,No,Rendimiento Promedio,25,4,2,6193,2,78,No,79.9,86.5,1,5,Ing. Mecánica
99.0,3,96,10,4,8,Sí,No,Alto Rendimiento,23,1,2,25643,0,81,No,83.3,85.0,6,7,Ing. Gestión Empresarial
73.0,2,80,4,8,4,No,No,Bajo Rendimiento,20,2,5,43694,1,90,No,85.4,81.1,5,7,Ing. Sistemas
84.3,2,91,7,4,5,No,No,Rendimiento Promedio,23,4,4,44040,0,83,No,77.8,81.4,9,6,Arquitectura
89.2,4,81,6,6,5,Sí,No,Rendimiento Promedio,19,3,2,26231,3,82,No,82.9,84.1,11,5,Ing. Mecánica
99.1,4,97,9,3,10,Sí,Sí,Alto Rendimiento,18,4,5,43615,0,89,No,91.3,81.4,4,7,Ing. Mecánica
95.5,4,96,10,3,8,No,No,Alto Rendimiento,20,2,3,33233,3,91,No,82.1,88.4,4,7,Ing. Química
89.4,3,82,6,5,5,No,Sí,Rendimiento Promedio,22,5,6,7890,1,87,Sí,78.4,82.4,11,7,Ing. Mecánica
85.7,4,86,7,6,8,No,No,Rendimiento Promedio,20,4,1,33517,2,83,No,85.2,81.4,2,6,Ing. Gestión Empresarial
89.8,3,80,7,4,6,No,Sí,Rendimiento Promedio,25,3,3,20159,0,90,No,81.6,85.2,11,6,Ing. Gestión Empresarial
84.1,2,92,7,7,5,No,No,Rendimiento Promedio,24,3,1,19750,2,75,No,88.9,91.9,7,4,Ing. Gestión Empresarial
86.4,2,92,8,7,6,No,Sí,Rendimiento Promedio,21,4,3,20616,2,85,No,90.1,80.0,11,6,Arquitectura
84.1,2,80,7,6,7,No,Sí,Rendimiento Promedio,21,2,3,42416,2,90,Sí,77.5,74.0,6,5,Ing. Bioquímica
80.0,3,90,8,4,7,Sí,No,Rendimiento Promedio,22,4,4,46610,0,91,No,94.9,84.0,7,4,Ing. Bioquímica
84.4,2,85,6,4,5,Sí,Sí,Rendimiento Promedio,25,3,2,22330,1,93,No,80.5,87.2,9,7,Ing. Industrial
78.8,1,79,1,7,2,No,No,Bajo Rendimiento,22,4,3,45172,0,91,No,81.9,80.3,2,6,Arquitectura
71.3,2,75,2,9,4,No,No,Bajo Rendimiento,19,3,4,34023,1,86,No,83.5,86.0,10,4,Ing. Química
74.4,1,74,4,10,1,Sí,No,Bajo Rendimiento,19,5,2,21244,1,80,No,89.3,84.1,8,6,Arquitectura
77.7,2,85,1,9,1,No,No,Bajo Rendimiento,23,4,2,37515,3,83,Sí,93.8,85.1,11,7,Ing. Industrial
82.1,4,83,5,7,5,No,Sí,Rendimiento Promedio,24,1,4,38838,1,83,No,82.9,86.3,8,7,Arquitectura
89.7,2,90,8,6,7,No,No,Rendimiento Promedio,21,4,3,27876,3,80,No,87.8,86.8,9,7,Ing. Mecánica
87.2,3,82,5,4,5,No,Sí,Rendimiento Promedio,18,3,3,7857,0,70,No,91.3,81.4,6,5,Ing. Mecánica
81.4,3,93,7,6,5,No,No,Rendimiento Promedio,19,2,4,10070,2,85,Sí,81.6,91.6,2,5,Arquitectura
74.8,2,81,5,8,4,No,No,Bajo Rendimiento,18,3,1,37920,1,80,Sí,84.4,86.9,5,5,Ing. Civil
86.0,2,86,5,7,6,No,No,Rendimiento Promedio,23,5,3,39418,2,86,No,90.4,87.4,2,6,Ing. Sistemas
83.9,3,83,6,4,7,No,Sí,Rendimiento Promedio,21,2,4,25354,1,78,Sí,86.7,96.4,4,7,Ing. Industrial
82.7,3,92,5,4,5,Sí,Sí,Rendimiento Promedio,19,1,2,39098,3,77,No,84.3,93.5,12,6,Ing. Bioquímica
96.9,3,97,8,2,9,No,No,Alto Rendimiento,18,1,1,34983,0,82,No,83.0,85.9,5,5,Ing. Mecánica
92.6,4,97,9,1,8,Sí,No,Alto Rendimiento,23,5,4,31929,3,89,No,86.3,84.2,8,6,Ing. Química
77.0,1,73,2,10,3,Sí,No,Bajo Rendimiento,18,5,3,32715,3,85,No,76.9,86.1,10,7,Ing. Civil
